keyword,avg_monthly,competition,competition_index,top_bid_low,top_bid_high,source_group,mapped_page,intent,priority,occurrences,source_files
ao smith tankless water heater gas,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith tankless water heater maintenance,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith tankless water heater no hot water,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith tankless water heater not heating,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith tankless water heater price,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith tankless water heater with recirculation pump,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith thermal balancer,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith thermistor,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith upper thermostat,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith urban geyser,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith v100,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith water descaler,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith water heater chennai,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith water heater electronic thermostat,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith water heater for sale,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith water heater lower thermostat,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith water heater replacement,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith water heater replacement cost,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith water heater transport,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith water systems,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith waterheaters,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith x3 tankless,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith z8 water purifier maintenance cost,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith z8 water purifier price,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao smith z9 green ro smith water purifier,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao tank,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao tankless water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ao white water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
aos hot water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
aos storage heater,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
aos tankless water heaters,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
aos water,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
aosmith com water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ati540h,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
bathroom fixtures chennai,0,Unknown,0,0.0,0.0,core,Bathroom Fittings / Fixtures (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-7.csv
bathroom taps chennai,0,Unknown,0,0.0,0.0,core,Taps & Faucets (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-8.csv
bathroom wash basin chennai,0,Unknown,0,0.0,0.0,core,Wash Basins (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-6.csv
best ao smith electric water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Informational,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
best ao smith gas water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Informational,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
bth199200,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
bth250a,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
bth300a,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
bth400a,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
bth500a,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
btr197,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
btr199,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
btr365,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
c48l2ec11c3,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ceramic wall tiles chennai,0,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-3.csv
cet40abm,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
crystal ceramic tiles chennai,0,Unknown,0,0.0,0.0,brands,Tiles (L1),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-10.csv
double charge vitrified tiles price in chennai,0,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-2.csv
dural chennai,0,Unknown,0,0.0,0.0,brands,Brand Keywords (to map by product relevance),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-14.csv
ecl200,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ect52200,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ect52210,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ee12 50h55dvf,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ee12 50r55dvf,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ee12 55h55dvf,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ee9 50h55dv,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ejc6,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ejcs20,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ejct 20,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ejct20,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
electric ao smith tankless water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
electric tankless water heater ao smith,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
enlb30,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
enlb50,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
f42e05a50,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
f42e61a13,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
f42e85a61,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
f48b46a50,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
f48c77a76,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
f48f84a48,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
f48h07a01,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
f48h31a50,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
f48p23a50,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
f48s37a13,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
f48t05a50,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
f48z99a01,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
faucet shop chennai,0,Unknown,0,0.0,0.0,core,Taps & Faucets (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-8.csv
fcg75300,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
foam tiles price in chennai,0,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
franke sink chennai,0,Unknown,0,0.0,0.0,brands,Sinks (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-4.csv
fsg50248,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
g6c pvs5040nv,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
gcg50400,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
gcrl50,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
gcv40,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
gcv40100,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
gcv40300,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
gcv50100,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
gcv50300,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
gdhe 75,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
gdhe50,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
gdhe75,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
geco chennai,0,Unknown,0,0.0,0.0,brands,Brand Keywords (to map by product relevance),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-14.csv
godry chennai,0,Unknown,0,0.0,0.0,brands,Brand Keywords (to map by product relevance),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-14.csv
gpdt50,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
gpdx 50l,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
gphe50,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
gpvh50100,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
gpvl40,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
gpvt40,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
gpvx75,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
green power & company ao smith,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
grohe faucet chennai,0,Unknown,0,0.0,0.0,brands,Taps & Faucets (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-1.csv
hptu50,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
hptu80,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
hptu80n,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
installing ao smith electric water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
installing ao smith tankless water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
invi u1 water purifier,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
ja2p275n,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
kajaria tiles egmore chennai tamil nadu,0,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-3.csv
lte80d,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
natural stone tiles price in chennai,0,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
new ao smith water heater not heating,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
p56b92a50,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
p6 ao smith price,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
pcg75,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
r4lr 280e,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
r4ma 320e,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
roff chennai,0,Unknown,0,0.0,0.0,brands,Brand Keywords (to map by product relevance),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-12.csv
roff tile adhesive chennai,0,Unknown,0,0.0,0.0,brands,Tiles (L1),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-12.csv
sanitaryware shop chennai,0,Unknown,0,0.0,0.0,core,Sanitaryware (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-4.csv
sanitaryware shops in chennai parrys,0,Unknown,0,0.0,0.0,core,Sanitaryware (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-4.csv
sanitaryware showroom chennai,0,Unknown,0,0.0,0.0,core,Sanitaryware (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-4.csv
sao smith,0,Unknown,0,0.0,0.0,brands,Brand Keywords (to map by product relevance),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith gas water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith hot water tank,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith permaglass water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith tankless hot water heater,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith water products,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
smith water tank,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
taps and faucets chennai,0,Unknown,0,0.0,0.0,core,Taps & Faucets (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-8.csv
tjv200a,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
tjv200m,0,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
toilet commode chennai,0,Unknown,0,0.0,0.0,core,Toilets and Water Closets (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-5.csv
vitrified tiles shop chennai,0,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-2.csv
wall foam tiles in chennai,0,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
wash basin showroom chennai,0,Unknown,0,0.0,0.0,core,Wash Basins (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-6.csv
water closet chennai,0,Unknown,0,0.0,0.0,core,Toilets and Water Closets (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-5.csv
water geyser 10 ltr price ao smith,0,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
